SHIPMT_ID,ORIG_STATE,ORIG_MA,ORIG_CFS_AREA,DEST_STATE,DEST_MA,DEST_CFS_AREA,NAICS,QUARTER,SCTG,MODE,SHIPMT_VALUE,SHIPMT_WGHT,SHIPMT_DIST_GC,SHIPMT_DIST_ROUTED,TEMP_CNTL_YN,EXPORT_YN,EXPORT_CNTRY,HAZMAT,WGT_FACTOR
0011134,17,99999,17-99999,42,99999,42-99999,325,1,20,04,1171,496,590,668,Y,N,N,H,95.6
0011135,24,12580,24-12580,24,47900,24-47900,4237,1,24,14,308,61,24,35,N,N,N,N,210.3
0011136,06,348,06-348,06,348,06-348,4235,2,33,04,654,807,40,47,N,N,N,N,554.6
0011137,17,176,17-176,18,99999,18-99999,4233,4,31,05,120,9,148,173,N,N,N,N,2291.0
0011138,42,99999,42-99999,42,99999,42-99999,4241,2,43,14,100,34,17,21,N,N,N,N,4630.5
0011139,55,99999,55-99999,55,99999,55-99999,323,4,29,05,4,3,2,4,N,N,N,N,122.5
0011140,53,440,53-440,53,99999,53-99999,325,2,20,04,12059,50245,193,236,N,Y,C,H,16.9
0011141,12,99999,12-99999,12,99999,12-99999,4231,1,24,05,454,153,48,67,N,N,N,N,6106.8
0011142,13,122,13-122,12,370,12-370,4244,2,05,04,16165,20831,562,672,Y,Y,O,N,30.7
0011143,39,178,39-178,31,99999,31-99999,313,4,30,04,1337,223,666,788,N,N,N,N,41.0
0011144,42,408,42-408,48,206,48-206,4246,2,20,04,61439,36745,1306,1474,N,N,N,H,363.0
0011145,17,99999,17-99999,17,176,17-176,323,2,29,05,6755,51655,75,86,N,N,N,N,735.1
0011146,06,99999,06-99999,06,99999,06-99999,4244,2,07,05,550,7930,13,16,N,N,N,N,18971.2
0011147,49,482,49-482,41,99999,41-99999,321,3,26,14,51,4,586,761,N,N,N,N,1219.4
0011148,25,148,25-148,36,99999,36-99999,327,1,13,14,274,5,385,499,N,N,N,N,1211.5
0011149,06,99999,06-99999,17,176,17-176,4239,1,40,04,46750,16866,1801,2145,N,N,N,N,17.1
0011150,48,99999,48-99999,15,46520,15-46520,5111,3,29,11,89,110,3781,3939,N,N,N,N,143.1
0011151,45,273,45-273,45,273,45-273,212,4,12,05,245,38391,8,9,N,N,N,N,418.1
0011152,15,99999,15-99999,15,99999,15-99999,4248,2,08,05,1551,437,30,40,N,N,N,N,749.5
0011153,37,268,37-268,35,99999,35-99999,314,1,30,14,47,2,1500,1686,N,N,N,N,1064.1
0011154,18,258,18-258,55,99999,55-99999,336,4,36,04,8314,1691,278,357,N,N,N,N,306.7
0011155,29,99999,29-99999,29,99999,29-99999,4238,3,43,04,135,10,92,134,N,N,N,N,2703.4
0011156,26,220,26-220,26,220,26-220,311,1,07,05,334,651,11,12,Y,N,N,N,187.1
0011157,12,422,12-422,47,400,47-400,325,1,22,04,3423,10975,595,664,N,N,N,N,92.5
0011158,37,450,37-450,37,99999,37-99999,4247,4,17,04,11113,25301,50,65,N,N,N,P,609.2
0011159,02,99999,02-99999,02,99999,02-99999,4238,2,34,11,5415,47,794,812,N,N,N,N,260.9
0011160,06,41740,06-41740,06,41740,06-41740,4931,2,43,05,5927,10536,6,7,N,N,N,N,102.6
0011161,09,408,09-408,24,99999,24-99999,4239,3,40,05,77,5,239,312,N,N,N,N,2182.8
0011162,37,450,37-450,37,450,37-450,4246,2,30,05,211,1005,7,7,N,N,N,N,1096.8
0011163,18,294,18-294,18,176,18-176,4249,4,43,05,15365,1001,143,159,Y,N,N,N,1241.0
0011164,34,408,34-408,34,408,34-408,45431,2,18,05,189,392,8,10,N,N,N,P,648.9
0011165,27,99999,27-99999,55,99999,55-99999,4241,3,28,14,134,37,240,302,N,N,N,N,1071.4
0011166,13,122,13-122,22,99999,22-99999,323,1,29,14,40,1,511,576,N,N,N,N,3234.5
0011167,22,406,22-406,22,406,22-406,4244,2,43,05,1256,413,37,48,Y,N,N,N,375.3
0011168,06,488,06-488,06,348,06-348,339,1,38,04,591,4,367,408,N,N,N,N,556.9
0011169,36,160,36-160,36,160,36-160,4238,4,34,14,570,5,17,23,N,N,N,N,675.3
0011170,06,488,06-488,06,488,06-488,4239,4,41,04,3755,51781,7,11,N,Y,O,N,570.3
0011171,48,99999,48-99999,08,99999,08-99999,4249,1,22,05,6120,44510,151,184,N,N,N,N,158.6
0011172,45,16700,45-16700,12,370,12-370,4243,2,30,14,993,8,473,567,N,N,N,N,132.9
0011173,27,99999,27-99999,06,348,06-348,327,1,27,14,236,15,1428,1935,N,N,N,N,677.1
0011174,06,348,06-348,06,41740,06-41740,325,2,31,04,13325,39548,63,77,N,N,N,N,218.4
0011175,48,206,48-206,48,206,48-206,4239,1,33,05,6,15,7,9,N,N,N,N,2270.2
0011176,35,99999,35-99999,46,99999,46-99999,4236,4,35,14,809,8,973,1425,N,N,N,N,1220.2
0011177,01,99999,01-99999,34,408,34-408,335,3,40,04,180038,10076,843,998,N,N,N,N,110.2
0011178,41,99999,41-99999,06,99999,06-99999,4235,4,32,05,5615,1894,49,54,N,N,N,N,446.5
0011179,33,148,33-148,36,408,36-408,339,3,38,14,14,1,191,254,N,N,N,N,126.7
0011180,27,378,27-378,47,400,47-400,4231,3,36,14,161,2,712,921,N,N,N,N,1404.8
0011181,46,99999,46-99999,05,99999,05-99999,4234,4,24,14,62,7,622,864,N,N,N,N,6475.1
0011182,16,99999,16-99999,16,99999,16-99999,327,3,31,05,781,16463,20,20,N,N,N,N,113.9
0011183,18,294,18-294,56,99999,56-99999,4239,4,35,14,359,11,1051,1268,N,N,N,N,9457.4
0011184,42,408,42-408,36,408,36-408,337,3,39,04,46148,1444,110,125,N,N,N,N,43.2
0011185,05,99999,05-99999,21,350,21-350,311,4,05,04,90247,36099,477,577,Y,N,N,N,735.6
0011186,01,99999,01-99999,13,122,13-122,326,2,24,05,9299,310,140,161,N,N,N,N,90.1
0011187,48,41700,48-41700,48,41700,48-41700,4232,1,39,04,1800,975,8,12,N,N,N,N,1509.4
0011188,24,99999,24-99999,24,99999,24-99999,4233,3,24,05,190,23,6,6,N,N,N,N,291.6
0011189,13,99999,13-99999,45,99999,45-99999,332,3,43,05,270,252,222,297,N,N,N,N,291.3
0011190,39,198,39-198,39,198,39-198,4238,1,36,14,60,1,19,23,N,N,N,N,4305.5
0011191,37,450,37-450,12,370,12-370,4234,1,38,04,8220,93,709,816,N,N,N,N,559.5
0011192,26,266,26-266,21,178,21-178,327,2,36,04,6678,132,267,378,N,N,N,N,355.0
0011193,36,464,36-464,06,348,06-348,4243,4,30,14,481,3,2230,2575,N,N,N,N,1149.4
0011194,49,482,49-482,49,482,49-482,4237,1,35,05,333,3,4,4,N,N,N,N,474.8
0011195,39,212,39-212,36,104,36-104,4234,2,34,14,4479,2,571,662,N,N,N,N,1033.4
0011196,27,378,27-378,19,99999,19-99999,4246,4,24,14,1011,81,148,192,N,N,N,N,334.5
0011197,55,99999,55-99999,55,99999,55-99999,4236,4,35,05,53,9,3,3,N,N,N,N,3390.8
0011198,18,176,18-176,17,176,17-176,332,2,33,04,31459,34497,33,36,N,N,N,N,117.2
0011199,40,99999,40-99999,42,99999,42-99999,326,1,24,04,36065,31298,1248,1403,N,N,N,N,202.3
0011200,36,408,36-408,17,176,17-176,4239,1,40,14,11686,1,712,827,N,N,N,N,1133.0
0011201,18,176,18-176,42,99999,42-99999,322,3,28,04,3993,14642,584,663,N,N,N,N,35.3
0011202,27,99999,27-99999,27,378,27-378,4246,4,20,05,252,614,30,37,N,N,N,H,5964.5
0011203,53,500,53-500,06,488,06-488,4249,3,03,04,564,362,584,748,Y,N,N,N,581.6
0011204,53,99999,53-99999,53,440,53-440,325,4,20,04,905,516,189,291,Y,N,N,H,21.7
0011205,17,99999,17-99999,17,99999,17-99999,5111,4,29,05,17,4,3,5,N,N,N,N,5134.5
0011206,36,160,36-160,36,160,36-160,5111,2,29,05,144,16,10,11,N,N,N,N,858.4
0011207,17,99999,17-99999,37,172,37-172,323,4,29,04,225,29,484,680,N,N,N,N,1115.7
0011208,39,178,39-178,40,99999,40-99999,325,3,23,04,3035,10127,764,999,N,N,N,N,2814.5
0011209,06,41740,06-41740,12,300,12-300,325,2,21,14,45,1,2091,2162,Y,N,N,N,1514.9
0011210,40,538,40-538,40,538,40-538,4233,3,24,05,4320,2063,3,3,N,N,N,N,68.2
0011211,53,99999,53-99999,06,488,06-488,324,4,31,04,5307,19394,775,917,N,N,N,N,449.8
0011212,37,172,37-172,45,99999,45-99999,4235,3,32,05,78,19,141,174,N,N,N,N,460.5
0011213,17,176,17-176,29,476,29-476,312,1,07,05,5925,4397,264,319,N,N,N,N,183.7
0011214,16,99999,16-99999,08,99999,08-99999,332,3,33,04,74292,44221,638,822,N,N,N,N,39.4
0011215,48,99999,48-99999,48,99999,48-99999,4233,4,31,05,3042,57642,124,140,N,N,N,N,111.5
0011216,19,99999,19-99999,19,99999,19-99999,326,1,24,05,812,439,5,5,N,N,N,N,339.9
0011217,06,488,06-488,06,348,06-348,4236,1,35,14,306191,94,313,506,N,Y,O,N,43.9
0011218,32,99999,32-99999,32,332,32-332,332,1,40,04,1330,59,338,439,N,N,N,N,159.3
0011219,51,99999,51-99999,39,198,39-198,326,2,24,04,84249,44023,294,459,N,N,N,N,93.2
0011220,35,99999,35-99999,35,99999,35-99999,323,3,29,05,834,2607,97,119,N,N,N,N,87.1
0011221,51,40060,51-40060,42,408,42-408,311,4,43,04,35352,10878,321,417,Y,N,N,N,35.3
0011222,21,99999,21-99999,21,99999,21-99999,212,4,12,05,166,46996,13,15,N,N,N,N,730.6
0011223,24,99999,24-99999,24,99999,24-99999,4238,2,36,05,25,7,6,6,N,N,N,N,1109.4
0011224,40,99999,40-99999,40,99999,40-99999,4233,4,26,05,3,1,27,29,N,N,N,N,465.6
0011225,29,476,29-476,29,476,29-476,212,1,12,04,176,38216,9,9,N,N,N,N,44.6
0011226,45,273,45-273,13,99999,13-99999,4236,2,35,14,190,50,174,228,N,N,N,N,713.8
0011227,21,350,21-350,39,99999,39-99999,325,2,20,04,4115,2497,289,334,N,N,N,N,220.1
0011228,26,220,26-220,25,148,25-148,4234,3,21,14,486,7,614,832,N,N,N,N,1257.1
0011229,42,428,42-428,42,428,42-428,324,2,19,05,8402,33610,8,10,N,N,N,H,199.5
0011230,24,99999,24-99999,09,25540,09-25540,325,1,21,14,3310,77,242,275,N,N,N,N,23.2
0011231,55,99999,55-99999,48,288,48-288,551114,2,24,15,51776,46645,1057,1418,N,Y,O,N,147.8
0011232,12,370,12-370,39,184,39-184,4236,3,35,14,240,7,1090,1243,N,N,N,N,32186.4
0011233,37,172,37-172,37,268,37-268,4239,3,41,05,19097,47742,49,54,N,N,N,N,83.4
0011234,45,99999,45-99999,45,99999,45-99999,4237,1,34,05,67,1,7,9,N,N,N,N,1120.2
0011235,55,99999,55-99999,55,99999,55-99999,326,2,24,04,4472,4877,5,5,N,N,N,N,137.2
0011236,34,408,34-408,47,99999,47-99999,333,2,34,14,662,9,545,618,N,N,N,N,128.1
0011237,36,408,36-408,36,408,36-408,4541,2,21,05,9,1,31,34,N,N,N,N,2637.5
0011238,06,472,06-472,06,472,06-472,212,1,11,05,220,43813,4,4,N,N,N,N,192.0
0011239,05,99999,05-99999,48,99999,48-99999,325,1,23,05,2304,44300,19,24,N,N,N,H,23.4
0011240,32,332,32-332,32,332,32-332,4236,3,35,04,2773,220,7,8,N,N,N,N,89.6
0011241,29,312,29-312,20,556,20-556,4241,1,29,14,169,29,166,186,N,N,N,N,7124.4
0011242,06,41740,06-41740,06,41740,06-41740,4246,4,23,04,375,47,23,24,N,N,N,N,312.5
0011243,48,238,48-238,48,238,48-238,4237,1,43,05,78,16,12,13,N,N,N,N,159.6
0011244,39,178,39-178,47,99999,47-99999,4236,2,32,14,604,27,230,379,N,N,N,N,232.6
0011245,37,99999,37-99999,37,99999,37-99999,4236,4,35,04,41,1,13,13,N,N,N,N,3984.1
0011246,25,148,25-148,28,99999,28-99999,4234,3,38,14,106,1,1261,1438,N,N,N,N,5276.1
0011247,13,122,13-122,13,122,13-122,4237,2,34,05,577,162,29,45,N,N,N,N,6179.5
0011248,12,422,12-422,13,99999,13-99999,4235,4,32,05,1218,1623,228,258,N,N,N,N,188.9
0011249,48,29700,48-29700,48,99999,48-99999,4246,3,33,05,6714,1507,168,207,N,Y,M,N,22.5
0011250,38,99999,38-99999,38,99999,38-99999,339,3,38,14,71,7,107,141,N,N,N,N,286.1
0011251,36,160,36-160,33,148,33-148,326,3,24,05,69520,23836,369,492,N,N,N,N,182.1
0011252,24,47900,24-47900,24,12580,24-12580,323,3,29,05,1805,2309,20,24,N,N,N,N,851.4
0011253,18,99999,18-99999,26,266,26-266,4235,4,32,05,58,14,97,129,N,N,N,N,391.4
0011254,26,220,26-220,26,220,26-220,4233,4,31,05,110,55,41,50,N,N,N,N,71.4
0011255,48,99999,48-99999,27,378,27-378,333,4,43,14,1083,7,995,1177,N,N,N,N,5269.5
0011256,48,12420,48-12420,48,12420,48-12420,327,3,12,05,52,31785,3,3,N,N,N,N,260.7
0011257,42,99999,42-99999,42,99999,42-99999,4231,1,36,14,24,3,46,67,N,N,N,N,22509.6
0011258,18,99999,18-99999,17,176,17-176,325,2,04,04,6169,57126,108,154,N,N,N,N,180.6
0011259,16,99999,16-99999,16,99999,16-99999,4237,2,43,05,149,2,4,6,N,N,N,N,235.3
0011260,45,273,45-273,45,273,45-273,4236,4,35,04,738,88,5,5,N,N,N,N,785.8
0011261,06,488,06-488,16,99999,16-99999,551114,2,36,04,26,1,519,660,N,N,N,N,2886.1
0011262,34,428,34-428,17,176,17-176,5111,1,29,14,14,1,683,791,N,N,N,N,118.2
0011263,27,378,27-378,06,348,06-348,332,1,30,14,53,22,1543,1928,N,N,N,N,12043.8
0011264,48,99999,48-99999,48,99999,48-99999,332,3,24,05,3610,167,13,13,N,N,N,N,2330.3
0011265,41,440,41-440,41,440,41-440,4246,4,18,05,1308,2412,2,3,N,N,N,P,170.7
0011266,48,206,48-206,29,312,29-312,334,4,35,14,88,4,479,583,N,N,N,N,942.0
0011267,06,348,06-348,06,348,06-348,4931,3,43,04,186935,34376,51,55,N,N,N,N,225.6
0011268,37,268,37-268,26,266,26-266,321,1,26,04,157,97,570,792,N,N,N,N,21.4
0011269,06,348,06-348,06,99999,06-99999,332,4,33,14,90,17,149,197,N,N,N,N,1126.3
0011270,04,99999,04-99999,04,38060,04-38060,4931,3,21,14,13877,124,133,164,N,N,N,N,261.0
0011271,34,408,34-408,42,428,42-428,4541,2,36,14,90,18,39,50,N,N,N,N,43829.0
0011272,28,99999,28-99999,28,99999,28-99999,4242,2,07,14,30,8,149,170,N,N,N,N,161631.8
0011273,44,148,44-148,44,148,44-148,4246,4,24,05,760,226,8,9,N,N,N,N,660.3
0011274,38,99999,38-99999,38,99999,38-99999,4244,1,07,05,4151,10379,34,37,N,N,N,N,144.6
0011275,06,488,06-488,06,488,06-488,4237,2,43,05,1276,78,3,5,N,N,N,N,169.0
0011276,29,312,29-312,17,176,17-176,326,2,36,04,13800,6896,367,469,N,N,N,N,12.7
0011277,42,99999,42-99999,13,99999,13-99999,4243,3,40,04,3477,595,556,674,N,N,N,N,89.4
0011278,22,99999,22-99999,22,99999,22-99999,4241,4,43,05,105,82,18,23,N,N,N,N,735.3
0011279,53,440,53-440,41,440,41-440,4238,3,34,04,7671,4643,7,9,N,N,N,N,257.6
0011280,23,99999,23-99999,23,99999,23-99999,4238,2,36,04,494,55,50,67,N,N,N,N,195.1
0011281,06,99999,06-99999,06,99999,06-99999,212,3,12,05,67,53142,19,19,N,N,N,N,339.1
0011282,06,348,06-348,36,408,36-408,325,4,21,11,442191,5114,2445,2914,Y,Y,O,N,122.5
0011283,40,538,40-538,48,206,48-206,4234,2,21,04,135,13,232,297,N,N,N,N,5904.6
0011284,41,99999,41-99999,48,206,48-206,334,1,35,14,14405,4,1564,2141,N,N,N,N,330.1
0011285,18,176,18-176,18,176,18-176,4239,1,41,05,9821,53010,18,21,N,N,N,N,33.0
0011286,40,416,40-416,40,99999,40-99999,4243,4,30,04,43,5,49,62,N,N,N,N,183.6
0011287,36,160,36-160,36,160,36-160,4236,3,34,04,273,22,4,4,N,N,N,N,713.6
0011288,33,148,33-148,33,99999,33-99999,4233,3,26,05,97,790,78,99,N,N,N,N,970.7
0011289,26,220,26-220,26,220,26-220,311,3,07,05,265,708,49,67,Y,N,N,N,1441.0
0011290,47,368,47-368,47,368,47-368,339,2,38,05,1315,25,5,7,N,N,N,N,383.3
0011291,18,99999,18-99999,47,400,47-400,313,1,40,14,49,25,308,369,N,N,N,N,26.1
0011292,12,370,12-370,12,370,12-370,4237,2,43,05,63,5,7,10,N,N,N,N,607.7
0011293,31,99999,31-99999,31,99999,31-99999,4236,4,35,05,1733,104,20,31,N,N,N,N,152.6
0011294,20,312,20-312,55,99999,55-99999,339,3,31,04,4237,1231,497,656,N,N,N,N,110.5
0011295,51,00000,51-00000,51,47900,51-47900,4247,1,15-19,13,64,25,185,233,N,N,N,N,2906.9
0011296,34,408,34-408,34,408,34-408,4244,2,43,05,1800,1679,44,56,N,N,N,N,2014.2
0011297,06,99999,06-99999,06,99999,06-99999,4243,4,30,04,651,85,7,7,N,N,N,N,3426.4
0011298,41,440,41-440,41,99999,41-99999,4246,1,24,05,7357,1537,107,118,N,N,N,N,60.4
0011299,06,348,06-348,27,378,27-378,4245,2,43,15,3188,2565,1527,2200,N,N,N,N,183.4
0011300,13,122,13-122,04,38060,04-38060,4236,3,35,14,4269,86,1594,1866,N,N,N,N,30.5
0011301,18,176,18-176,17,176,17-176,311,1,06,05,10876,15306,68,79,N,N,N,N,234.2
0011302,27,378,27-378,17,99999,17-99999,311,3,06,04,13747,37724,302,378,N,N,N,N,19.8
0011303,51,99999,51-99999,51,99999,51-99999,212,4,12,05,151,25035,6,6,N,N,N,N,310.3
0011304,28,99999,28-99999,47,99999,47-99999,315,1,30,14,1214,99,178,230,N,N,N,N,38.2
0011305,39,198,39-198,39,198,39-198,4236,3,35,05,12,2,11,16,N,N,N,N,2333.7
0011306,26,220,26-220,24,12580,24-12580,5111,2,29,04,5,1,421,520,N,N,N,N,166.4
0011307,18,99999,18-99999,42,99999,42-99999,323,2,29,04,38399,48664,490,584,N,N,N,N,39.4
0011308,13,496,13-496,27,378,27-378,325,1,23,04,7250,48334,1108,1391,N,N,N,N,167.1
0011309,06,41740,06-41740,42,99999,42-99999,4239,2,40,14,308,75,2267,2656,N,N,N,N,1966.5
0011310,55,376,55-376,06,472,06-472,333,2,33,14,78,2,1732,2045,N,N,N,N,831.9
0011311,33,148,33-148,37,450,37-450,334,2,35,14,1066,3,648,780,N,N,N,N,22.7
0011312,06,488,06-488,06,99999,06-99999,4235,1,33,04,18050,36100,55,65,N,N,N,N,58.6
0011313,20,99999,20-99999,29,312,29-312,4244,1,43,05,2266,7148,82,113,Y,N,N,N,215.3
0011314,24,99999,24-99999,42,99999,42-99999,4244,4,07,05,2565,10992,17,22,N,N,N,N,449.8
0011315,37,268,37-268,37,268,37-268,326,1,41,04,59603,23684,8,8,N,N,N,N,12.2
0011316,32,332,32-332,32,332,32-332,212,1,12,05,420,93524,47,71,N,N,N,N,225.1
0011317,46,99999,46-99999,23,99999,23-99999,325,2,38,04,721,115,1351,1766,N,N,N,N,80.4
0011318,26,99999,26-99999,26,99999,26-99999,5111,1,29,04,18,8,4,6,N,N,N,N,4844.1
0011319,12,99999,12-99999,12,370,12-370,4232,4,39,04,22656,54821,154,188,N,N,N,N,17.7
0011320,51,99999,51-99999,51,99999,51-99999,4248,2,08,14,197,32,66,79,N,N,N,N,348.3
0011321,17,99999,17-99999,29,476,29-476,4249,3,09,05,7266,309,105,133,N,N,N,N,1013.9
0011322,51,99999,51-99999,51,99999,51-99999,4244,4,07,05,15489,3807,10,10,N,N,N,N,56.5
0011323,45,99999,45-99999,27,378,27-378,4246,1,24,04,8071,8758,963,1206,N,N,N,N,286.5
0011324,12,45300,12-45300,12,45300,12-45300,45431,1,19,05,135,203,5,7,N,N,N,H,2520.7
0011325,39,198,39-198,48,206,48-206,331,1,37,15,40504,124847,912,1291,N,N,N,N,70.3
0011326,29,312,29-312,29,312,29-312,4241,1,43,05,573,183,8,8,N,N,N,N,133.9
0011327,18,258,18-258,18,99999,18-99999,311,4,07,05,2909,9005,51,61,Y,N,N,N,144.1
0011328,34,408,34-408,45,99999,45-99999,4541,3,29,14,15,2,566,678,N,N,N,N,58387.3
0011329,37,172,37-172,37,172,37-172,332,4,26,05,1046,1033,13,16,N,N,N,N,47.2
0011330,45,273,45-273,42,428,42-428,4243,4,30,14,34,1,513,633,N,N,N,N,140.7
0011331,27,378,27-378,27,378,27-378,4237,1,43,05,106,20,13,17,N,N,N,N,674.1
0011332,12,300,12-300,12,45300,12-45300,323,1,29,14,110,26,169,206,N,N,N,N,491.9
0011333,48,206,48-206,42,428,42-428,326,2,40,04,1729,1436,1311,1497,N,N,N,N,186.8
0011334,12,370,12-370,13,122,13-122,4234,2,35,14,4531,12,591,700,N,N,N,N,867.6
0011335,29,476,29-476,19,99999,19-99999,336,4,36,04,2589,1115,372,469,N,N,N,N,78.3
0011336,20,99999,20-99999,38,99999,38-99999,4244,3,43,04,34110,17544,688,899,Y,N,N,N,84.0
0011337,42,430,42-430,42,430,42-430,327,1,31,04,2013,48771,34,48,N,N,N,N,44.3
0011338,47,314,47-314,37,172,37-172,311,1,07,04,48169,37633,199,246,N,N,N,N,303.1
0011339,06,488,06-488,06,99999,06-99999,326,4,24,04,10769,2680,54,81,N,N,N,N,34.3
0011340,39,212,39-212,21,178,21-178,336,2,33,04,7798,38,57,68,N,N,N,N,1564.4
0011341,53,99999,53-99999,53,500,53-500,4244,1,05,04,73367,22575,97,129,Y,N,N,N,187.1
0011342,26,99999,26-99999,26,99999,26-99999,45431,4,19,05,190,424,14,20,N,N,N,H,56.5
0011343,05,99999,05-99999,29,476,29-476,321,2,26,04,5070,49614,365,486,N,N,N,N,124.3
0011344,31,99999,31-99999,31,99999,31-99999,4245,1,18,05,5170,7134,8,8,N,N,N,P,1552.9
0011345,18,99999,18-99999,34,408,34-408,325,4,34,04,5090,5767,721,833,N,N,N,N,173.6
0011346,12,99999,12-99999,12,370,12-370,311,4,04,05,3396,17328,89,109,N,N,N,N,789.4
0011347,15,99999,15-99999,15,99999,15-99999,327,3,31,05,221,77,13,16,N,N,N,N,26.7
0011348,53,440,53-440,53,440,53-440,321,2,26,05,1976,1976,3,3,N,N,N,N,28.4
0011349,25,148,25-148,25,148,25-148,321,1,26,05,34,8,2,2,N,N,N,N,992.6
0011350,09,25540,09-25540,09,25540,09-25540,331,4,32,05,135,159,5,5,N,N,N,N,63.7
0011351,53,500,53-500,53,500,53-500,4239,1,34,05,79,2,15,20,N,N,N,N,41.3
0011352,35,99999,35-99999,48,238,48-238,4931,4,38,05,28880,1136,26,33,N,N,N,N,40.1
0011353,53,99999,53-99999,53,99999,53-99999,4237,1,43,05,69,5,28,28,N,N,N,N,654.1
0011354,26,220,26-220,26,220,26-220,4238,3,34,05,738,33,4,4,N,N,N,N,884.0
0011355,17,476,17-476,17,476,17-476,212,2,12,04,225,50211,6,10,N,N,N,N,399.6
0011356,13,99999,13-99999,13,99999,13-99999,4236,1,35,14,148,44,24,29,N,N,N,N,3699.5
0011357,23,99999,23-99999,13,122,13-122,334,4,35,14,90,2,1024,1222,N,N,N,N,291.5
0011358,55,99999,55-99999,06,348,06-348,332,2,38,14,3072,94,1568,1994,N,N,N,N,229.6
0011359,13,99999,13-99999,26,99999,26-99999,339,1,38,14,5421,19,1086,1290,N,N,N,N,192.1
0011360,13,99999,13-99999,13,496,13-496,212,2,13,05,7157,28049,152,166,N,Y,O,N,59.3
0011361,36,408,36-408,36,408,36-408,334,2,35,14,20490,129,52,95,N,N,N,N,345.6
0011362,24,12580,24-12580,24,47900,24-47900,212,2,12,05,240,40696,10,14,N,N,N,N,2062.0
0011363,36,99999,36-99999,36,99999,36-99999,332,1,33,04,23560,902,31,37,N,N,N,N,1367.2
0011364,28,99999,28-99999,13,122,13-122,4232,3,40,14,192,58,364,512,N,N,N,N,380.9
0011365,37,172,37-172,37,172,37-172,4241,3,43,05,156,24,4,6,N,N,N,N,1546.4
0011366,20,556,20-556,20,556,20-556,4241,1,43,05,4749,291,5,6,N,N,N,N,150.0
0011367,34,428,34-428,42,428,42-428,4244,1,43,05,655,435,18,29,Y,N,N,N,1632.2
0011368,18,258,18-258,45,16700,45-16700,323,4,29,14,28,5,627,797,N,N,N,N,4603.9
0011369,20,99999,20-99999,20,99999,20-99999,311,3,04,04,156,31190,63,69,N,N,N,N,76.3
0011370,48,288,48-288,32,99999,32-99999,325,3,24,15,94504,205289,1557,2208,N,N,N,N,91.2
0011371,39,184,39-184,39,184,39-184,4244,2,06,05,1927,2525,7,11,N,N,N,N,825.0
0011372,53,500,53-500,06,99999,06-99999,315,1,30,14,988,35,628,779,N,N,N,N,49.3
0011373,12,300,12-300,13,496,13-496,4244,3,43,05,26630,16982,124,142,Y,N,N,N,216.0
0011374,22,29340,22-29340,22,29340,22-29340,4234,4,43,05,66,2,7,7,N,N,N,N,117.0
0011375,42,428,42-428,42,428,42-428,4244,2,43,05,1411,1064,15,18,Y,N,N,N,4597.1
0011376,06,488,06-488,06,348,06-348,335,4,38,14,15433,7,346,358,N,N,N,N,54.1
0011377,06,348,06-348,48,99999,48-99999,311,2,06,04,22093,38049,1284,1641,Y,Y,M,N,397.3
0011378,55,376,55-376,26,266,26-266,326,2,40,14,510,110,112,262,N,N,N,N,254.5
0011379,29,312,29-312,29,312,29-312,4241,3,28,05,3856,2941,47,63,N,N,N,N,148.9
0011380,06,348,06-348,06,348,06-348,4237,3,43,05,1804,1098,15,21,N,N,N,N,2093.7
0011381,12,300,12-300,12,300,12-300,4237,1,34,05,1629,5,20,32,N,N,N,N,674.4
0011382,39,99999,39-99999,39,99999,39-99999,327,2,31,05,722,36100,11,13,N,N,N,N,844.3
0011383,26,99999,26-99999,26,99999,26-99999,4236,4,35,05,185,5,23,29,N,N,N,N,1492.0
0011384,26,220,26-220,18,99999,18-99999,336,2,36,04,18050,20727,154,203,N,N,N,N,6.8
0011385,12,45300,12-45300,12,422,12-422,4238,3,23,14,199,21,146,180,N,N,N,N,1632.3
0011386,42,428,42-428,42,428,42-428,4243,2,30,05,413,68,48,65,N,N,N,N,8168.9
0011387,51,40060,51-40060,48,206,48-206,325,4,27,04,3854,448,1155,1314,N,N,N,N,120.1
0011388,13,496,13-496,48,288,48-288,325,1,23,04,10448,4839,850,1020,N,Y,O,N,168.2
0011389,49,99999,49-99999,49,99999,49-99999,4237,1,24,05,403,12,9,9,N,N,N,N,225.2
0011390,05,99999,05-99999,48,99999,48-99999,4234,2,43,14,788,30,130,136,N,N,N,N,1243.3
0011391,27,378,27-378,27,378,27-378,4239,2,41,04,43944,48290,30,40,N,N,N,N,54.5
0011392,36,99999,36-99999,36,99999,36-99999,212,3,12,05,17,3790,7,7,N,N,N,N,295.2
0011393,22,12940,22-12940,22,406,22-406,212,1,31,04,1461,51868,82,93,N,N,N,N,241.5
0011394,45,99999,45-99999,45,99999,45-99999,324,3,19,05,1043,37472,4,4,N,N,N,N,334.4
0011395,26,220,26-220,26,220,26-220,4235,1,32,04,22,38,16,19,N,N,N,N,3665.7
0011396,39,198,39-198,39,198,39-198,4231,1,36,04,65,5,12,12,N,N,N,N,2605.0
0011397,39,198,39-198,41,440,41-440,4931,1,31,04,1805,910,2037,2459,N,N,N,N,575.8
0011398,12,370,12-370,12,370,12-370,327,3,31,05,3622,52422,17,21,N,N,N,N,69.1
0011399,34,408,34-408,36,408,36-408,4244,2,05,05,266,68,21,27,Y,N,N,N,1501.5
